Rok,Miesiąc,Rodzaj świadczenia,Rozopznanie (Kod ICD-10),Liczba świadczeń,Kategoria
2016,sierpień,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2016,sierpień,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2016,sierpień,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),33,Piesi
2016,sierpień,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2016,sierpień,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),23,Piesi
2016,sierpień,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),13,Piesi
2016,sierpień,pozostałe,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),27,Piesi
2016,wrzesień,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),15,Piesi
2016,wrzesień,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),29,Piesi
2016,wrzesień,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2016,wrzesień,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),21,Piesi
2016,wrzesień,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),13,Piesi
2016,październik,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),6,Piesi
2016,październik,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2016,październik,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2016,październik,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2016,październik,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),21,Piesi
2016,październik,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2016,październik,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),10,Piesi
2016,październik,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),10,Piesi
2016,listopad,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),5,Piesi
2016,listopad,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2016,listopad,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2016,listopad,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),10,Piesi
2016,listopad,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2016,listopad,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),29,Piesi
2016,listopad,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),10,Piesi
2016,listopad,pozostałe,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2016,listopad,pozostałe,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2016,grudzień,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2016,grudzień,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2016,grudzień,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2016,grudzień,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),9,Piesi
2016,grudzień,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2016,grudzień,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),19,Piesi
2016,grudzień,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),12,Piesi
2016,grudzień,pozostałe,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2016,grudzień,pozostałe,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,styczeń,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),5,Piesi
2017,styczeń,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),6,Piesi
2017,styczeń,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),19,Piesi
2017,styczeń,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),8,Piesi
2017,luty,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),5,Piesi
2017,luty,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2017,luty,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,luty,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),21,Piesi
2017,luty,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),7,Piesi
2017,marzec,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2017,marzec,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,marzec,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2017,marzec,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,marzec,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),7,Piesi
2017,marzec,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,marzec,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),32,Piesi
2017,marzec,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),11,Piesi
2017,kwiecień,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),5,Piesi
2017,kwiecień,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,kwiecień,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,kwiecień,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),10,Piesi
2017,kwiecień,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,kwiecień,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),52,Piesi
2017,kwiecień,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),9,Piesi
2017,maj,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),16,Piesi
2017,maj,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,maj,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,maj,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),20,Piesi
2017,maj,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),5,Piesi
2017,maj,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),87,Piesi
2017,maj,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),16,Piesi
2017,maj,pozostałe,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,czerwiec,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),9,Piesi
2017,czerwiec,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,czerwiec,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2017,czerwiec,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,czerwiec,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),16,Piesi
2017,czerwiec,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),6,Piesi
2017,czerwiec,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),156,Piesi
2017,czerwiec,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),22,Piesi
2017,lipiec,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),13,Piesi
2017,lipiec,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),5,Piesi
2017,lipiec,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2017,lipiec,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,lipiec,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),8,Piesi
2017,lipiec,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,lipiec,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),143,Piesi
2017,lipiec,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),31,Piesi
2017,lipiec,pozostałe,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),15,Piesi
2017,sierpień,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),12,Piesi
2017,sierpień,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,sierpień,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2017,sierpień,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),15,Piesi
2017,sierpień,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,sierpień,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),142,Piesi
2017,sierpień,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),32,Piesi
2017,wrzesień,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),13,Piesi
2017,wrzesień,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,wrzesień,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2017,wrzesień,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,wrzesień,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),10,Piesi
2017,wrzesień,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),5,Piesi
2017,wrzesień,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),185,Piesi
2017,wrzesień,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),24,Piesi
2017,październik,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),6,Piesi
2017,październik,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2017,październik,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,październik,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),13,Piesi
2017,październik,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),7,Piesi
2017,październik,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),186,Piesi
2017,październik,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),33,Piesi
2017,listopad,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),9,Piesi
2017,listopad,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,listopad,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),7,Piesi
2017,listopad,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,listopad,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),176,Piesi
2017,listopad,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),24,Piesi
2017,grudzień,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),10,Piesi
2017,grudzień,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),5,Piesi
2017,grudzień,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,grudzień,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),5,Piesi
2017,grudzień,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2017,grudzień,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),143,Piesi
2017,grudzień,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),18,Piesi
2017,grudzień,pozostałe,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,styczeń,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),6,Piesi
2018,styczeń,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,styczeń,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,styczeń,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2018,styczeń,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,styczeń,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),160,Piesi
2018,styczeń,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),15,Piesi
2018,luty,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2018,luty,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2018,luty,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2018,luty,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,luty,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),169,Piesi
2018,luty,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),24,Piesi
2018,marzec,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),6,Piesi
2018,marzec,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,marzec,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2018,marzec,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2018,marzec,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,marzec,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),203,Piesi
2018,marzec,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),28,Piesi
2018,kwiecień,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),7,Piesi
2018,kwiecień,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,kwiecień,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2018,kwiecień,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),11,Piesi
2018,kwiecień,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),5,Piesi
2018,kwiecień,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),211,Piesi
2018,kwiecień,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),36,Piesi
2018,maj,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),10,Piesi
2018,maj,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,maj,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),14,Piesi
2018,maj,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,maj,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),277,Piesi
2018,maj,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),33,Piesi
2018,czerwiec,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),17,Piesi
2018,czerwiec,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,czerwiec,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z rowerem (V01),6,Piesi
2018,czerwiec,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),11,Piesi
2018,czerwiec,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),10,Piesi
2018,czerwiec,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),280,Piesi
2018,czerwiec,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),33,Piesi
2018,lipiec,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),11,Piesi
2018,lipiec,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,lipiec,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),12,Piesi
2018,lipiec,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,lipiec,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),320,Piesi
2018,lipiec,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),47,Piesi
2018,sierpień,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),14,Piesi
2018,sierpień,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),5,Piesi
2018,sierpień,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2018,sierpień,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,sierpień,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),11,Piesi
2018,sierpień,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,sierpień,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),278,Piesi
2018,sierpień,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),46,Piesi
2018,wrzesień,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),16,Piesi
2018,wrzesień,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2018,wrzesień,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,wrzesień,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),5,Piesi
2018,wrzesień,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,wrzesień,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),254,Piesi
2018,wrzesień,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),39,Piesi
2018,październik,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),11,Piesi
2018,październik,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,październik,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2018,październik,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,październik,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),7,Piesi
2018,październik,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,październik,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),267,Piesi
2018,październik,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),40,Piesi
2018,listopad,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),6,Piesi
2018,listopad,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,listopad,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z rowerem (V01),5,Piesi
2018,listopad,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,listopad,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2018,listopad,Leczenie szpitalne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,listopad,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),240,Piesi
2018,listopad,Ratownictwo medyczne,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),35,Piesi
2018,grudzień,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2018,grudzień,Podstawowa opieka zdrowotna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,grudzień,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2018,grudzień,Ambulatoryjna opieka specjalistyczna,Pieszy ranny w kolizji z dwu lub trzykolowym pojazdem mechanicznym (V02),<5,Piesi
2018,grudzień,Leczenie szpitalne,Pieszy ranny w kolizji z rowerem (V01),<5,Piesi
2018,grudzień,Ratownictwo medyczne,Pieszy ranny w kolizji z rowerem (V01),275,Piesi
